web-scraper-order,web-scraper-start-url,base_link,base_link-href,superficie,price,adresse,img
"1740006209-91","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-sante-yalla-2717273","150 m2","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2717273_uploaded_image1_1603634608.jpg""); width: 671px;"
"1740006213-92","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-vdn-3-2717728","150 m2","35 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2717728_uploaded_image1_1603649521.jpg""); width: 671px;"
"1740006217-93","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-sud-foire-cite-sonatel-2718283","150 m2","60 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2718283_uploaded_image1_1603673298.jpg""); width: 671px;"
"1740006220-94","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2718628","150 m2","8 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2718628_uploaded_image1_1603703224.jpg""); width: 671px;"
"1740006223-95","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2718852","150 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2718852_uploaded_image1_1603708704.jpg""); width: 671px;"
"1740006227-96","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2719062","3","8 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2719062_uploaded_image1_1603714589.jpg""); width: 671px;"
"1740006229-97","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-guediawaye-2719146","150","20 000 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2719146_uploaded_image1_1603716415.jpg""); width: 671px;"
"1740006232-98","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-zacmbao-kounoune-2719396","150 m2","5 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2719396_uploaded_image2_1603723525.jpeg""); width: 671px;"
"1740006235-99","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-180-m2-keur-mbaye-fall-2720696","180","11 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2720696_uploaded_image1_1603787239.jpg""); width: 671px;"
"1740006238-100","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-rufisque-2721810","150","16 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2721810_uploaded_image1_1603816722.jpg""); width: 671px;"
"1740006241-101","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-179-m-rufisque-2721833","179","19 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2721833_uploaded_image1_1603817397.jpg""); width: 671px;"
"1740006244-102","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2-ha-keur-massar-2722001","26170 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2722001_uploaded_image1_1603823248.jpg""); width: 671px;"
"1740006247-103","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-gorom-2722111","225 m2","3 500 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2722111_uploaded_image1_1603827627.jpg""); width: 671px;"
"1740006251-104","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-340-m-ndiass-2722206","340","2 000 000 CFA","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2722206_uploaded_image1_1603831347.jpg""); width: 671px;"
"1740006254-105","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-340-m-ndiass-2722213","340","2 000 000 CFA","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2722213_uploaded_image1_1603831496.jpg""); width: 671px;"
"1740006257-106","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-600-m2-dakar-2722495","600","7 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2722495_uploaded_image1_1603847698.jpg""); width: 671px;"
"1740006262-107","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-mbour-2722995","10000","70 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2722995_uploaded_image1_1603881159.jpg""); width: 671px;"
"1740006265-108","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-bambilor-2723524","4","16 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2723524_uploaded_image2_1603895005.jpeg""); width: 671px;"
"1740006269-109","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2724182","1000 m2","70 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2724182_uploaded_image1_1603915328.jpg""); width: 671px;"
"1740006272-110","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-50000m-mbour-2724298","50000","50 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2724298_uploaded_image1_1603920035.jpg""); width: 671px;"
"1740006275-111","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-almadies-2-2724626","150 m2","20 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2724626_uploaded_image1_1603952647.jpg""); width: 671px;"
"1740006278-112","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-4-hectares-diamniadio-2725108","4","160 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2725108_uploaded_image1_1603973214.jpg""); width: 671px;"
"1740006281-113","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-mbour-2726418","300","10 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2726418_uploaded_image1_1604047718.jpg""); width: 671px;"
"1740006285-114","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-saly-2727085","300 m2","10 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2727085_uploaded_image1_1604071011.jpg""); width: 671px;"
"1740006288-115","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-saly-2727221","300","8 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2727221_uploaded_image1_1604074222.jpg""); width: 671px;"
"1740006291-116","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2000m-diass-2727474","2000 m2","20 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2727474_uploaded_image1_1604088300.jpg""); width: 671px;"
"1740006294-117","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-600-m-mbodiene-2727491","600","6 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2727491_uploaded_image1_1604089063.jpg""); width: 671px;"
"1740006297-118","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-745-m-almadies-2728079","745","265 000 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2728079_uploaded_image1_1604142126.jpg""); width: 671px;"
"1740006300-119","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-dakar-2728204","150","3 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2728204_uploaded_image1_1604147804.jpg""); width: 671px;"
"1740006303-120","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-mboro-2728519","300","3 500 000 CFA","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2728519_uploaded_image1_1604160706.jpg""); width: 671px;"
"1740006307-121","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-100000-mbour-2728646","100000","Prix sur demande","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2728646_uploaded_image1_1604166933.jpg""); width: 671px;"
"1740006310-122","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-deliberation-2728829","150 m2","1 700 000 CFA","Sébikhotane, Sénégal","background-image: url(""https://images.coinafrique.com/2728829_uploaded_image1_1604176929.jpg""); width: 671px;"
"1740006313-123","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-yeny-guedj-2729796","300 m2","2 500 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2729796_uploaded_image1_1604231447.jpg""); width: 671px;"
"1740006316-124","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambylor-gorom-2729857","150 m2","1 500 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2729857_uploaded_image1_1604232840.jpg""); width: 671px;"
"1740006319-125","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambylor-gorom-2729869","150 m2","2 500 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2729869_uploaded_image1_1604233024.jpg""); width: 671px;"
"1740006321-126","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-m-keur-massar-2729951","180","8 500 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2729951_uploaded_image1_1604235959.jpg""); width: 671px;"
"1740006324-127","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-rufisque-2730030","150","2 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2730030_uploaded_image1_1604238593.jpg""); width: 671px;"
"1740006328-128","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-350m-mamelles-2730670","350 m2","90 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2730670_uploaded_image1_1604264725.jpg""); width: 671px;"
"1740006332-129","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2731006","225","600 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2731006_uploaded_image1_1604287376.jpg""); width: 671px;"
"1740006334-130","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-210-ha-kounoune-2731110","100000 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2731110_uploaded_image1_1604299117.jpg""); width: 671px;"
"1740006337-131","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-touba-2731710","400 m2","400 000 CFA","Touba, Sénégal","background-image: url(""https://images.coinafrique.com/2731710_uploaded_image1_1604316009.jpg""); width: 671px;"
"1740006340-132","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-sicap-liberte-2731837","10000","17 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2731837_uploaded_image1_1604318014.jpg""); width: 671px;"
"1740006343-133","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-100-ha-tassette-2731886","1000000 m2","260 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2731886_uploaded_image1_1604318927.jpg""); width: 671px;"
